astar.log,0
astar.log,0
astar.log,0
astar.log,0
astar.log,0
astar.log,0
astar.log,0
astar.log,0
astar.log,0
astar.log,0
astar.log,0
astar.log,0
astar.log,90302355
lbm.log,0
lbm.log,0
lbm.log,0
lbm.log,0
lbm.log,0
lbm.log,0
lbm.log,0
lbm.log,0
lbm.log,0
lbm.log,0
lbm.log,0
lbm.log,0
lbm.log,18001634
mcf.log,0
mcf.log,0
mcf.log,0
mcf.log,0
mcf.log,0
mcf.log,0
mcf.log,0
mcf.log,0
mcf.log,0
mcf.log,0
mcf.log,0
mcf.log,0
mcf.log,121872666
milc.log,0
milc.log,0
milc.log,0
milc.log,0
milc.log,0
milc.log,0
milc.log,0
milc.log,0
milc.log,0
milc.log,0
milc.log,0
milc.log,0
milc.log,27149021
omnetpp.log,0
omnetpp.log,0
omnetpp.log,0
omnetpp.log,0
omnetpp.log,0
omnetpp.log,0
omnetpp.log,0
omnetpp.log,0
omnetpp.log,0
omnetpp.log,0
omnetpp.log,0
omnetpp.log,0
omnetpp.log,22041604
mean,4297958.153846
